id,nom,prenom,email,telephone,age,ville,experience_annees,poste_actuel,entreprise_actuelle,education_niveau,diplome,universite,annee_diplome,competences_techniques,competences_langues,langues_niveau,experience_detail,projets,certifications,disponibilite,pretention_salaire
3795,Bensouda,Anas,anas.bensouda3795@email.ma,0629983167,52,Marrakech,15,"Product Owner",Lydec,Bac+3,"Licence informatique","Al Akhawayn",2015,"PostgreSQL, Machine Learning, Pandas","Arabe, Français","Courant, Intermédiaire","Expérience chez BMCE pendant 15 an(s).",,AWS,"3 mois",25448
3796,Drissi,Salma,salma.drissi3796@email.ma,0637664713,24,Taza,14,"Développeur mobile",CGI,Bac+2,"Master Réseaux","Université Cadi Ayyad",2011,"Laravel, TensorFlow, Linux, Symfony, React, Azure, Python, Machine Learning, Git, PHP, Tableau","Anglais, Français","Courant, Intermédiaire, Natif","Expérience chez Société nationale pendant 14 an(s).","Projet PostgreSQL.",Azure,"3 mois",6763
3797,Mekki,Rania,rania.mekki3797@email.ma,0677248757,35,Agadir,2,"Chef de projet IT","Attijariwafa Bank",Bac+3,"Master Big Data",ENSI,2024,"TensorFlow, REST API, PostgreSQL, Java","Français, Anglais","Natif, Bilingue, Intermédiaire","Expérience chez Inwi pendant 2 an(s).","Projet Git.",PMP,"1 mois",6002
3798,Bennani,Sara,sara.bennani3798@email.ma,0651419697,29,Khouribga,5,"Responsable SI","Deloitte Maroc",Bac+2,"Master MIAGE","FST Fes",2013,"Power BI, Agile, React, Angular, Pandas, Spring, Node.js, Azure, Tableau, Laravel, JavaScript","Arabe, Anglais, Français","Courant, Intermédiaire","Expérience chez Société nationale pendant 5 an(s).","Projet PHP.",,Immédiate,15345
3799,Chaoui,Sara,sara.chaoui3799@email.ma,0654728507,29,Khemisset,13,"Chef de projet IT",CGI,Bac+2,"Ingénieur d'état","Al Akhawayn",2025,"Agile, Linux, Scrum, SQL, Symfony, PostgreSQL, Java, AWS, Laravel, TensorFlow, Tableau","Arabe, Français, Anglais","Intermédiaire, Bilingue, Natif","Expérience chez Maroc Telecom pendant 13 an(s).","Projet Azure.",Azure,"1 mois",8681
3800,Drissi,Sara,sara.drissi3800@email.ma,0653956904,21,Fes,6,"Développeur mobile",CGI,Bac+3,"Master Big Data",EHTP,2020,"REST API, Agile, JavaScript, Kubernetes, Laravel, PHP","Français, Anglais","Courant, Bilingue","Expérience chez CGI pendant 6 an(s).",,Azure,"1 mois",17825
3801,Tazi,Adil,adil.tazi3801@email.ma,0666318225,49,Marrakech,3,"Scrum Master",Lydec,Bac+5,"Master Data","FST Fes",2015,"Git, Azure, Spring, PHP, Symfony, Docker, SQL, PostgreSQL","Français, Anglais, Arabe","Bilingue, Natif, Courant","Expérience chez CGI pendant 3 an(s).",,,"3 mois",16069
3802,Alaoui,Rania,rania.alaoui3802@email.ma,0638121721,55,Berrechid,5,"Développeur Java","Deloitte Maroc",Bac+5,"Licence informatique",ENSIAS,2016,"Angular, REST API, TensorFlow, Power BI, Agile, Kubernetes, Azure, Tableau","Arabe, Anglais, Français","Intermédiaire, Natif","Expérience chez Maroc Telecom pendant 5 an(s).",,,Immédiate,22441
3803,Berrada,Anas,anas.berrada3803@email.ma,0655568910,29,Tanger,1,"Développeur mobile","Capgemini Maroc",Bac+3,"Master MIAGE","FST Marrakech",2025,"React, Symfony, PostgreSQL, Git, Laravel, Kubernetes, MySQL, Power BI, SQL, Agile, TensorFlow, CI/CD","Français, Arabe","Intermédiaire, Courant, Bilingue","Expérience chez Webhelp pendant 1 an(s).",,,"1 mois",7348
3804,Bennani,Rachid,rachid.bennani3804@email.ma,0667993075,22,Tetouan,0,,,Bac+2,"Master SI",EMI,2017,"Power BI, Laravel, PHP, Docker, Azure, CI/CD, Agile, PostgreSQL, React, Kubernetes, Linux, AWS","Anglais, Français, Arabe","Bilingue, Courant",,"Projet Java.",,Immédiate,26850
3805,Lamrani,Meryem,meryem.lamrani3805@email.ma,0650105940,54,"El Jadida",6,"Product Owner",Majorel,Bac+5,"Master Réseaux",ENSIAS,2018,"Docker, Symfony, REST API, Scrum","Français, Arabe","Courant, Natif","Expérience chez Webhelp pendant 6 an(s).",,,"1 mois",12507
3806,Chaoui,Nabil,nabil.chaoui3806@email.ma,0675697339,45,Meknes,13,"Data Engineer","Maroc Telecom",Bac+5,"Master Big Data","Al Akhawayn",2022,"PostgreSQL, Scrum, Python, Laravel, Machine Learning","Anglais, Arabe, Français","Courant, Bilingue","Expérience chez Majorel pendant 13 an(s).","Projet MySQL.",PMP,"1 mois",22389
3807,Ouazzani,Khadija,khadija.ouazzani3807@email.ma,0658908904,25,Khouribga,3,"Développeur Python",Inwi,Bac+3,"Master SI","FST Fes",2022,"Laravel, Node.js, Machine Learning, Azure, Scrum, SQL, Pandas, Symfony, Git, Tableau","Français, Arabe","Intermédiaire, Bilingue, Courant","Expérience chez Deloitte Maroc pendant 3 an(s).",,Azure,"2 mois",27370
3808,Benkirane,Omar,omar.benkirane3808@email.ma,0669053578,43,Tetouan,3,"Data Engineer","Société nationale",Bac+3,"Ingénieur d'état","UM5 Rabat",2016,"Node.js, Tableau, React, AWS, Git, Python, Agile, Laravel, PostgreSQL","Arabe, Français, Anglais","Courant, Natif","Expérience chez CGI pendant 3 an(s).",,,"3 mois",19814
3809,Kettani,Mehdi,mehdi.kettani3809@email.ma,0618669503,40,Oujda,8,"Développeur Python",Majorel,Bac+2,"Master Data",INSEA,2022,"Scrum, Power BI, PHP, Python, Git, SQL, Linux, REST API, CI/CD, MySQL","Français, Anglais","Natif, Courant, Bilingue","Expérience chez OCP pendant 8 an(s).",,,Immédiate,11932
3810,Kabbaj,Hafsa,hafsa.kabbaj3810@email.ma,0661766383,51,Inezgane,14,"Data Scientist",OCP,Bac+5,"Master SI",ENSI,2019,"REST API, Node.js, Angular","Arabe, Anglais","Courant, Intermédiaire, Natif","Expérience chez Maroc Telecom pendant 14 an(s).","Projet Docker.",,Immédiate,11255
3811,Chraibi,Mehdi,mehdi.chraibi3811@email.ma,0671861859,50,Khemisset,14,"Développeur PHP","Société nationale",Bac+3,"Master Data",ENSI,2025,"Pandas, React, Machine Learning, Git","Français, Anglais","Courant, Intermédiaire","Expérience chez Webhelp pendant 14 an(s).",,AWS,"1 mois",15284
3812,Ouazzani,Adil,adil.ouazzani3812@email.ma,0656213456,53,Marrakech,13,"Data Scientist","Société nationale",Bac+2,"Master MIAGE","FST Marrakech",2022,"AWS, Azure, Angular, PHP","Anglais, Arabe","Bilingue, Intermédiaire","Expérience chez OCP pendant 13 an(s).","Projet Python.",,"2 mois",5828
3813,Bennani,Sara,sara.bennani3813@email.ma,0633863927,31,Marrakech,14,"Ingénieur réseau","Groupe Addoha",Bac+3,"Master MIAGE",INSEA,2023,"Agile, Tableau, Pandas, Vue.js, PHP, Docker, Scrum, PostgreSQL, SQL, CI/CD","Anglais, Français","Natif, Bilingue, Intermédiaire","Expérience chez REDAL pendant 14 an(s).",,AWS,"3 mois",20802
3814,"El Amrani",Salim,salim.el.amrani3814@email.ma,0618272475,47,Oujda,8,"Ingénieur logiciel",OCP,Bac+5,"Ingénieur d'état",EHTP,2013,"Pandas, Java, REST API, Spring, CI/CD","Arabe, Français, Anglais","Courant, Bilingue, Natif","Expérience chez Groupe Addoha pendant 8 an(s).","Projet Git.",PMP,"1 mois",4620
3815,Bennani,Salim,salim.bennani3815@email.ma,0671562962,33,Marrakech,10,"Ingénieur DevOps","Deloitte Maroc",Bac+5,"Master Data",EHTP,2021,"Node.js, REST API, MySQL, Machine Learning, Symfony, Vue.js, Azure, Pandas, Java, Power BI, PostgreSQL","Français, Anglais, Arabe","Bilingue, Intermédiaire","Expérience chez Deloitte Maroc pendant 10 an(s).",,,"3 mois",27818
3816,Naciri,Khalid,khalid.naciri3816@email.ma,0628996459,24,Sale,13,"Ingénieur cloud","Société nationale",Bac+3,"Licence informatique",INSEA,2014,"SQL, JavaScript, Machine Learning, Azure, AWS, Spring","Français, Arabe, Anglais","Intermédiaire, Natif, Bilingue","Expérience chez Société nationale pendant 13 an(s).",,PMP,"3 mois",29156
3817,Moussaoui,Asmae,asmae.moussaoui3817@email.ma,0644966446,28,Marrakech,11,"Développeur Full Stack",Lydec,Bac+5,"Master Réseaux",EMI,2016,"Pandas, Machine Learning, Power BI, AWS, Tableau, Vue.js, Laravel, PostgreSQL, JavaScript, Agile, Spring, Python","Anglais, Français","Natif, Courant, Bilingue","Expérience chez Inwi pendant 11 an(s).","Projet AWS.",,"2 mois",23145
3818,Drissi,Salim,salim.drissi3818@email.ma,0656443038,50,Tetouan,11,"Ingénieur réseau","Groupe Addoha",Bac+2,"Master Big Data",INSEA,2023,"Symfony, React, SQL, Machine Learning, Java, Docker, CI/CD","Français, Arabe, Anglais","Intermédiaire, Bilingue","Expérience chez Majorel pendant 11 an(s).",,PMP,"1 mois",15383
3819,"El Amrani",Khalid,khalid.el.amrani3819@email.ma,0668962640,49,Khemisset,9,"Data Engineer","Deloitte Maroc",Bac+3,"Master Big Data",EHTP,2023,"Laravel, Azure, Scrum, PHP, PostgreSQL, Node.js, Agile, Spring, REST API, Angular, AWS, MySQL","Arabe, Anglais, Français","Natif, Courant, Bilingue","Expérience chez BMCE pendant 9 an(s).","Projet Symfony.",,"3 mois",10719
3820,Chaoui,Yasmina,yasmina.chaoui3820@email.ma,0657983564,41,Casablanca,15,"Développeur Python",CGI,Bac+3,"Licence informatique","FST Marrakech",2022,"Scrum, React, Docker, PHP, TensorFlow, Pandas","Anglais, Arabe","Courant, Bilingue","Expérience chez OCP pendant 15 an(s).",,AWS,Immédiate,27760
3821,Fassi,Ibrahim,ibrahim.fassi3821@email.ma,0612153225,54,Casablanca,9,"Testeur QA","Orange Maroc",Bac+2,"Licence informatique","Université Hassan II",2017,"Agile, Node.js, AWS, PHP, Vue.js, Power BI, Java, Machine Learning, Linux, Pandas","Français, Anglais, Arabe","Bilingue, Natif","Expérience chez Orange Maroc pendant 9 an(s).","Projet Linux.",,"2 mois",20257
3822,Bouhout,Houda,houda.bouhout3822@email.ma,0662232998,29,Oujda,0,,,Bac+5,"Master Big Data",EHTP,2018,"JavaScript, Linux, PostgreSQL, Laravel, Git, Agile","Anglais, Français","Courant, Bilingue",,,AWS,"2 mois",12113
3823,Tazi,Amine,amine.tazi3823@email.ma,0662076376,24,Settat,0,,,Bac+5,"Master Réseaux","UM5 Rabat",2022,"React, AWS, Java, Spring, PHP","Arabe, Anglais","Intermédiaire, Natif",,"Projet JavaScript.",Azure,"1 mois",7373
3824,Benkirane,Reda,reda.benkirane3824@email.ma,0611168939,30,Nador,12,"Développeur mobile",CGI,Bac+5,"Master MIAGE","Al Akhawayn",2018,"CI/CD, Kubernetes, AWS, Laravel, Azure, Node.js, Java, Symfony, JavaScript, Docker, Linux, React","Arabe, Français","Courant, Natif, Intermédiaire","Expérience chez OCP pendant 12 an(s).",,,"1 mois",16820
3825,Benjelloun,Meryem,meryem.benjelloun3825@email.ma,0665653792,45,Fes,7,"Ingénieur DevOps",Webhelp,Bac+3,"Master Réseaux","Al Akhawayn",2016,"Spring, Python, Tableau, TensorFlow, Docker","Anglais, Français, Arabe","Bilingue, Courant","Expérience chez REDAL pendant 7 an(s).",,,Immédiate,10241
3826,Bennani,Omar,omar.bennani3826@email.ma,0616235508,48,Khouribga,5,"Consultant SAP",BMCE,Bac+5,"Master SI",INSEA,2025,"Laravel, Linux, SQL, Angular, Power BI, Python","Arabe, Anglais","Bilingue, Natif","Expérience chez Lydec pendant 5 an(s).","Projet React.",,"1 mois",27270
3827,Ouazzani,Nadia,nadia.ouazzani3827@email.ma,0677576747,36,Khouribga,12,"Chef de projet IT","Orange Maroc",Bac+2,"Ingénieur d'état",ENSI,2022,"Laravel, PostgreSQL, JavaScript, Node.js, Tableau, AWS, Agile, Linux, Git, CI/CD, Pandas, Java","Anglais, Arabe","Bilingue, Intermédiaire","Expérience chez Société nationale pendant 12 an(s).","Projet Linux.",Scrum,"2 mois",17239
3828,Sefrioui,Hamza,hamza.sefrioui3828@email.ma,0633938289,34,Nador,9,"Développeur Python",REDAL,Bac+3,"Master Data",ENSIAS,2016,"Vue.js, Scrum, Agile, Spring, Node.js, SQL, Angular, Linux, Symfony, Docker, PHP, Machine Learning","Arabe, Anglais, Français","Intermédiaire, Courant, Natif","Expérience chez Webhelp pendant 9 an(s).","Projet TensorFlow.",,"3 mois",22510
3829,Ouazzani,Bilal,bilal.ouazzani3829@email.ma,0622024793,43,Nador,9,"Administrateur système","Maroc Telecom",Bac+3,"Master MIAGE",EMI,2015,"Git, TensorFlow, Spring, Java, Power BI, Tableau, Pandas, Agile","Français, Arabe","Bilingue, Courant, Intermédiaire","Expérience chez Webhelp pendant 9 an(s).","Projet Tableau.",AWS,"3 mois",6630
3830,Kettani,Nadia,nadia.kettani3830@email.ma,0616573155,40,Casablanca,14,"Développeur PHP","Attijariwafa Bank",Bac+3,"Master Réseaux","FST Fes",2014,"Power BI, Java, Docker, CI/CD, React, TensorFlow, Machine Learning, SQL","Français, Arabe, Anglais","Natif, Courant, Bilingue","Expérience chez Maroc Telecom pendant 14 an(s).",,,"2 mois",16812
3831,Idrissi,Youssef,youssef.idrissi3831@email.ma,0661795805,27,Settat,9,"Développeur PHP",Webhelp,Bac+2,"Licence informatique","Université Cadi Ayyad",2019,"Scrum, Linux, Git, MySQL, Machine Learning, Kubernetes, Angular, Python, Laravel","Arabe, Français, Anglais","Natif, Courant","Expérience chez Inwi pendant 9 an(s).",,Scrum,"3 mois",7185
3832,Lamrani,Rania,rania.lamrani3832@email.ma,0648717655,24,Berrechid,11,"Développeur PHP",Lydec,Bac+2,"Master Réseaux","FST Fes",2025,"Vue.js, AWS, Linux, Power BI, Azure, Machine Learning, Spring, Laravel","Anglais, Arabe","Bilingue, Intermédiaire","Expérience chez CGI pendant 11 an(s).","Projet Angular.",,"3 mois",16621
3833,"El Amrani",Rania,rania.el.amrani3833@email.ma,0634644737,32,Casablanca,8,"Data Scientist",REDAL,Bac+3,"Master Réseaux","Université Hassan II",2017,"Python, Scrum, AWS, Docker, Pandas, Azure","Arabe, Anglais, Français","Natif, Bilingue, Intermédiaire","Expérience chez Orange Maroc pendant 8 an(s).","Projet Git.",,Immédiate,9160
3834,Bennani,Hassan,hassan.bennani3834@email.ma,0610686297,23,Settat,0,,,Bac+5,"Master SI","Université Cadi Ayyad",2018,"Symfony, React, Agile, Azure, Kubernetes, Pandas, Scrum, Vue.js","Arabe, Anglais, Français","Intermédiaire, Natif, Courant",,"Projet REST API.",Scrum,"3 mois",12521
3835,Guessous,Hafsa,hafsa.guessous3835@email.ma,0674437972,35,Rabat,15,"Data Engineer","Groupe Addoha",Bac+2,"Master Réseaux",ENSIAS,2018,"Laravel, Spring, AWS, Machine Learning, SQL, Azure, Kubernetes, Vue.js, Linux, Symfony, MySQL","Français, Arabe","Intermédiaire, Courant","Expérience chez OCP pendant 15 an(s).",,AWS,"2 mois",6875
3836,Naciri,Anas,anas.naciri3836@email.ma,0634972873,54,Oujda,14,"Scrum Master",REDAL,Bac+2,"Master Big Data",ENSI,2025,"Azure, Tableau, Angular, Python","Français, Anglais, Arabe","Courant, Natif","Expérience chez CGI pendant 14 an(s).","Projet Kubernetes.",Azure,Immédiate,19132
3837,Fassi,Khadija,khadija.fassi3837@email.ma,0665913454,41,Taza,0,,,Bac+3,"Master MIAGE",EMI,2012,"Linux, PostgreSQL, Python, React, Machine Learning","Anglais, Arabe","Natif, Courant",,"Projet Python.",Scrum,"1 mois",27959
3838,Bennani,Imane,imane.bennani3838@email.ma,0679457083,33,Inezgane,5,"Responsable SI",CGI,Bac+3,"Master MIAGE",INSEA,2013,"SQL, Agile, PostgreSQL, Machine Learning, Vue.js","Arabe, Français, Anglais","Natif, Intermédiaire","Expérience chez OCP pendant 5 an(s).","Projet JavaScript.",AWS,"2 mois",18307
3839,Belkadi,Zakaria,zakaria.belkadi3839@email.ma,0664761522,53,Nador,8,"Ingénieur réseau","Maroc Telecom",Bac+2,"Master Réseaux","Université Hassan II",2022,"CI/CD, JavaScript, PHP, Python, Kubernetes, Git, Machine Learning, Pandas, Spring, Azure, MySQL, Docker","Arabe, Français","Courant, Natif","Expérience chez CGI pendant 8 an(s).","Projet Docker.",,"3 mois",9521
3840,Bouhout,Ibrahim,ibrahim.bouhout3840@email.ma,0677368512,26,Kenitra,5,"Responsable SI",BMCE,Bac+3,"Master Réseaux",ENSIAS,2014,"Docker, Pandas, Python, JavaScript, React","Français, Arabe","Natif, Bilingue, Intermédiaire","Expérience chez Maroc Telecom pendant 5 an(s).",,AWS,"1 mois",27872
3841,Naciri,Sara,sara.naciri3841@email.ma,0631395581,42,Settat,1,"Architecte solutions","Orange Maroc",Bac+5,"Master MIAGE",INSEA,2018,"Scrum, Pandas, Git, CI/CD, Laravel, AWS","Arabe, Français, Anglais","Natif, Intermédiaire, Bilingue","Expérience chez CGI pendant 1 an(s).",,Azure,"3 mois",21661
3842,Naciri,Nabil,nabil.naciri3842@email.ma,0610282542,39,Khouribga,11,"Scrum Master",Webhelp,Bac+2,"Licence informatique","FST Marrakech",2016,"Pandas, Docker, Spring, Angular, Machine Learning","Anglais, Arabe","Intermédiaire, Bilingue, Courant","Expérience chez OCP pendant 11 an(s).","Projet JavaScript.",,Immédiate,10493
3843,Kettani,Amine,amine.kettani3843@email.ma,0676227462,43,Tanger,11,"Ingénieur logiciel","Orange Maroc",Bac+5,"Master Réseaux",ENSIAS,2020,"Angular, Symfony, Kubernetes, React, AWS, Git, Vue.js, REST API","Français, Arabe, Anglais","Intermédiaire, Courant, Bilingue","Expérience chez Société nationale pendant 11 an(s).",,,"2 mois",8901
3844,Mekki,Karim,karim.mekki3844@email.ma,0614778529,42,Oujda,13,"Ingénieur DevOps","Royal Air Maroc",Bac+3,"Master SI",ENSIAS,2025,"AWS, REST API, Angular, Symfony, JavaScript, Spring, CI/CD, PHP, React, Node.js, PostgreSQL","Anglais, Arabe","Bilingue, Intermédiaire","Expérience chez CGI pendant 13 an(s).","Projet Spring.",Azure,"2 mois",19752
3845,Benjelloun,Fatima,fatima.benjelloun3845@email.ma,0646355755,30,Tanger,14,"Product Owner",REDAL,Bac+5,"Master Big Data","Université Cadi Ayyad",2013,"PostgreSQL, Node.js, Laravel, Tableau, Machine Learning","Arabe, Anglais","Courant, Bilingue, Natif","Expérience chez Royal Air Maroc pendant 14 an(s).","Projet Git.",,"3 mois",6257
3846,Fahmi,Younes,younes.fahmi3846@email.ma,0621989577,42,Oujda,15,"Développeur Java","Société nationale",Bac+5,"Ingénieur d'état","Université Hassan II",2012,"React, Machine Learning, Git, Spring, JavaScript, Power BI","Arabe, Français","Bilingue, Natif, Courant","Expérience chez Société nationale pendant 15 an(s).",,,"1 mois",26523
3847,Chraibi,Yasmina,yasmina.chraibi3847@email.ma,0663112247,43,Oujda,14,"Ingénieur réseau","Maroc Telecom",Bac+5,"Master Réseaux","FST Marrakech",2017,"Azure, Node.js, Symfony, Spring, Laravel, Pandas, REST API, Linux, Angular, Agile, Vue.js","Français, Anglais","Natif, Intermédiaire, Bilingue","Expérience chez OCP pendant 14 an(s).","Projet Java.",,"2 mois",18463
3848,Kabbaj,Younes,younes.kabbaj3848@email.ma,0621332093,50,Fes,8,"Scrum Master",BMCE,Bac+3,"Ingénieur d'état","Al Akhawayn",2015,"PHP, Azure, Laravel, Node.js, MySQL, Agile, Machine Learning","Arabe, Anglais, Français","Natif, Intermédiaire","Expérience chez Groupe Addoha pendant 8 an(s).",,AWS,"2 mois",19893
3849,Kabbaj,Sara,sara.kabbaj3849@email.ma,0618357440,54,Kenitra,4,"Consultant SAP",Majorel,Bac+3,"Master SI","UM5 Rabat",2011,"TensorFlow, Git, Node.js, Agile, Vue.js, JavaScript, Tableau, Laravel, Symfony, AWS, PHP","Français, Arabe, Anglais","Natif, Courant","Expérience chez Capgemini Maroc pendant 4 an(s).",,PMP,"1 mois",9549
3850,Chaoui,Adil,adil.chaoui3850@email.ma,0619581707,41,Tanger,11,"Analyste BI","Attijariwafa Bank",Bac+2,"Master MIAGE","FST Marrakech",2025,"AWS, MySQL, Pandas, Vue.js, TensorFlow, Scrum, Linux, Angular, JavaScript, PostgreSQL, Azure","Anglais, Français, Arabe","Courant, Bilingue","Expérience chez Groupe Addoha pendant 11 an(s).",,,Immédiate,5156
3851,Chaoui,Rachid,rachid.chaoui3851@email.ma,0663129362,49,Meknes,0,,,Bac+5,"Master MIAGE",ENSI,2020,"CI/CD, Spring, Power BI, Docker","Anglais, Arabe, Français","Natif, Courant, Bilingue",,,AWS,"3 mois",13325
3852,Kettani,Hassan,hassan.kettani3852@email.ma,0639265498,29,Tetouan,0,,,Bac+2,"Licence informatique",INSEA,2012,"Linux, Node.js, SQL, Python, Scrum, Java, Kubernetes, Tableau, CI/CD, Git","Arabe, Anglais, Français","Bilingue, Courant",,,AWS,"2 mois",4453
3853,Guessous,Aicha,aicha.guessous3853@email.ma,0623765618,43,Rabat,11,"Développeur mobile","Capgemini Maroc",Bac+3,"Master Réseaux","Université Hassan II",2019,"Agile, Pandas, REST API","Arabe, Anglais","Courant, Natif, Bilingue","Expérience chez Majorel pendant 11 an(s).","Projet Python.",Azure,Immédiate,29586
3854,Berrada,Hassan,hassan.berrada3854@email.ma,0665507256,45,Taza,11,"Développeur Python",OCP,Bac+2,"Master Réseaux","FST Fes",2011,"TensorFlow, Vue.js, MySQL, Pandas, Agile, Git, JavaScript, Docker, Angular, Node.js, AWS","Arabe, Anglais, Français","Intermédiaire, Courant","Expérience chez OCP pendant 11 an(s).","Projet Machine Learning.",PMP,"1 mois",15773
3855,Bensouda,Hassan,hassan.bensouda3855@email.ma,0620275183,36,Taza,10,"Scrum Master",REDAL,Bac+2,"Master Big Data",INSEA,2014,"Linux, Laravel, Angular, Power BI, Machine Learning","Anglais, Français","Natif, Bilingue, Intermédiaire","Expérience chez Maroc Telecom pendant 10 an(s).","Projet PHP.",Azure,Immédiate,9916
3856,Benkirane,Sara,sara.benkirane3856@email.ma,0642381160,38,Sale,0,,,Bac+2,"Master Big Data",EMI,2023,"AWS, REST API, Pandas, CI/CD, Kubernetes, Laravel, Symfony, Scrum, MySQL, Vue.js, Linux","Anglais, Arabe, Français","Intermédiaire, Natif",,,AWS,Immédiate,17096
3857,Bensouda,Soukaina,soukaina.bensouda3857@email.ma,0663110497,35,Berrechid,8,"Ingénieur logiciel","Royal Air Maroc",Bac+3,"Master SI","UM5 Rabat",2014,"Git, Azure, Node.js, Docker, PHP, AWS, Laravel, Power BI, JavaScript","Français, Arabe","Intermédiaire, Courant, Bilingue","Expérience chez OCP pendant 8 an(s).","Projet Vue.js.",,"2 mois",4741
3858,Kabbaj,Younes,younes.kabbaj3858@email.ma,0623470334,33,Rabat,15,"Développeur Python",Majorel,Bac+2,"Master Réseaux","FST Fes",2011,"SQL, Vue.js, TensorFlow, JavaScript, MySQL, AWS, Docker, PostgreSQL, Node.js, Python, Java, Spring","Français, Anglais","Intermédiaire, Natif","Expérience chez Capgemini Maroc pendant 15 an(s).",,,"3 mois",19626
3859,Fahmi,Nabil,nabil.fahmi3859@email.ma,0663195519,34,Khemisset,8,"Ingénieur réseau","Orange Maroc",Bac+5,"Master Big Data","Université Cadi Ayyad",2025,"AWS, PHP, REST API, Power BI, Tableau, Agile, Docker","Anglais, Arabe","Natif, Bilingue","Expérience chez Deloitte Maroc pendant 8 an(s).","Projet Machine Learning.",Azure,"1 mois",14746
3860,Idrissi,Nadia,nadia.idrissi3860@email.ma,0653055225,48,Agadir,14,"Data Engineer",Lydec,Bac+3,"Master SI",INSEA,2011,"PostgreSQL, AWS, CI/CD, SQL","Français, Anglais, Arabe","Bilingue, Courant, Intermédiaire","Expérience chez REDAL pendant 14 an(s).",,AWS,Immédiate,7516
3861,Drissi,Tarik,tarik.drissi3861@email.ma,0636933203,42,Khemisset,1,"Analyste BI","Orange Maroc",Bac+3,"Master Big Data","FST Marrakech",2012,"Python, PostgreSQL, Power BI, Vue.js, Node.js, Machine Learning, Spring","Arabe, Français","Intermédiaire, Natif, Courant","Expérience chez Société nationale pendant 1 an(s).",,,"2 mois",12305
3862,Naciri,Omar,omar.naciri3862@email.ma,0657480143,41,Sale,6,"Développeur PHP","Capgemini Maroc",Bac+5,"Licence informatique",ENSI,2015,"Python, PHP, Vue.js, Power BI, Kubernetes, Laravel, Spring, JavaScript, Java, Symfony, Scrum","Arabe, Français","Courant, Bilingue","Expérience chez Royal Air Maroc pendant 6 an(s).","Projet AWS.",Scrum,Immédiate,22856
3863,Alaoui,Houda,houda.alaoui3863@email.ma,0630003498,29,Tetouan,3,"Scrum Master",REDAL,Bac+5,"Licence informatique","FST Fes",2017,"SQL, AWS, Docker, React, Python","Français, Arabe","Natif, Courant, Bilingue","Expérience chez OCP pendant 3 an(s).","Projet Git.",Scrum,"3 mois",13183
3864,Kettani,Amal,amal.kettani3864@email.ma,0630099016,48,Fes,8,"Chef de projet IT",Majorel,Bac+2,"Licence informatique","Université Cadi Ayyad",2014,"REST API, Spring, Python","Anglais, Arabe","Natif, Intermédiaire, Courant","Expérience chez CGI pendant 8 an(s).","Projet PHP.",Scrum,"3 mois",15558
3865,Bouhout,Meryem,meryem.bouhout3865@email.ma,0654696019,31,Tanger,12,"Data Engineer","Capgemini Maroc",Bac+5,"Master Réseaux","Université Hassan II",2019,"Kubernetes, TensorFlow, Machine Learning, REST API, Laravel, Azure, MySQL, Power BI, Linux, Symfony, Vue.js","Arabe, Anglais, Français","Bilingue, Natif, Intermédiaire","Expérience chez Capgemini Maroc pendant 12 an(s).","Projet Spring.",,"3 mois",11687
3866,Bouhout,Adil,adil.bouhout3866@email.ma,0659850873,53,Fes,4,"Développeur Python","Deloitte Maroc",Bac+5,"Licence informatique","UM5 Rabat",2020,"Machine Learning, CI/CD, Agile, Scrum, Angular","Français, Arabe","Natif, Courant, Bilingue","Expérience chez Orange Maroc pendant 4 an(s).",,,"3 mois",24487
3867,Fassi,Samira,samira.fassi3867@email.ma,0624688302,32,Fes,4,"Ingénieur DevOps",Lydec,Bac+3,"Master MIAGE","Université Hassan II",2020,"Angular, Docker, PostgreSQL, SQL","Anglais, Français, Arabe","Intermédiaire, Bilingue, Courant","Expérience chez Inwi pendant 4 an(s).","Projet Pandas.",,"1 mois",9602
3868,Sefrioui,Yasmina,yasmina.sefrioui3868@email.ma,0666331733,30,Oujda,2,"Ingénieur cloud","Société nationale",Bac+2,"Master MIAGE","UM5 Rabat",2024,"Kubernetes, Laravel, Agile","Anglais, Français, Arabe","Natif, Courant","Expérience chez CGI pendant 2 an(s).","Projet Docker.",Scrum,"3 mois",11763
3869,Bennani,Tarik,tarik.bennani3869@email.ma,0626294535,25,Fes,7,"Développeur .NET","Capgemini Maroc",Bac+3,"Master MIAGE",ENSIAS,2022,"Docker, Power BI, PostgreSQL","Arabe, Anglais, Français","Courant, Intermédiaire, Bilingue","Expérience chez Majorel pendant 7 an(s).","Projet Symfony.",,"2 mois",26988
3870,Alaoui,Rania,rania.alaoui3870@email.ma,0619983677,44,Settat,13,"Scrum Master","Société nationale",Bac+5,"Master Réseaux",EMI,2020,"Azure, AWS, Scrum","Anglais, Français","Natif, Intermédiaire","Expérience chez Deloitte Maroc pendant 13 an(s).","Projet Azure.",,"2 mois",25804
3871,Alaoui,Tarik,tarik.alaoui3871@email.ma,0651200524,29,Inezgane,1,"Développeur Java","Royal Air Maroc",Bac+5,"Master Data","FST Marrakech",2017,"Pandas, REST API, Azure, Agile, TensorFlow, Python, Angular, JavaScript, PostgreSQL, Power BI","Français, Arabe, Anglais","Natif, Intermédiaire","Expérience chez Groupe Addoha pendant 1 an(s).","Projet PHP.",Azure,"3 mois",20082
